346 ; 27153 ; 716 ; 30 ; ДтЕвро5
347 ; 27262 ; 716 ; 45 ; ДтЕвро5
348 ; 27436 ; 716 ; 50.75 ; ДтЕвро5
349 ; 27577 ; 716 ; 37.87 ; ДтЕвро5
350 ; 27725 ; 716 ; 42.82 ; ДтЕвро5
351 ; 27917 ; 716 ; 38.33 ; ДтЕвро5
352 ; 28058 ; 716 ; 36.39 ; ДтЕвро5
353 ; 28183 ; 716 ; 37.85 ; ДтЕвро5
354 ; 28375 ; 716 ; 50.2 ; ДтЕвро5
355 ; 28502 ; 716 ; 39.19 ; ДтЕвро5
356 ; 28610 ; 716 ; 41.79 ; ДтЕвро5
357 ; 28747 ; 716 ; 33 ; ДтЕвро5
358 ; 28813 ; 716 ; 30 ; ДтЕвро5
359 ; 28963 ; 716 ; 40 ; ДтЕвро5
360 ; 29108 ; 716 ; 45 ; ДтЕвро5
361 ; 29226 ; 716 ; 35.21 ; ДтЕвро5
362 ; 29309 ; 716 ; 25 ; ДтЕвро5
